0,2.46704131564647
1,1.94015711189281
2,1.80924675969861
3,1.21850208431379
4,2.15829316053968
5,2.48416547897037
6,1.95959098873676
7,1.82329246790668
8,1.2197099756033
9,2.1747280294567
10,2.51844364236832
11,1.94800477875548
12,1.80481944450825
13,1.21798897766124
14,2.18792341318937
15,2.6526855145824
16,2.05582570212815
17,1.92014123306783
18,1.24581108586692
19,2.31595317830769
20,2.80869068757084
21,2.26991228349577
22,2.0969387996296
23,1.31122920259737
24,2.48041837300947
25,3.03021871219152
26,2.27321411448408
27,2.09612889020564
28,1.18747333860744
29,2.61556089310505
30,3.05769643853692
31,2.29394046012398
32,2.11524608766918
33,1.19271535688522
34,2.63793399915291
35,2.96948450727937
36,2.27973376695523
37,2.12187872647947
38,1.19067200907979
39,2.57204091083285
40,3.13846322137969
41,2.44925006431913
42,2.25308011749858
43,7.37800988645705
44,2.73586416593701
45,3.41578822565419
46,2.69424887398097
47,2.50189102175678
48,1.35562145532257
49,3.07514591207718
50,3.65115423362771
51,2.69170844884508
52,2.4614265304795
53,1.0443843590164
54,3.06002829640754
55,3.57358239182782
56,2.71813464048463
57,2.48888249538973
58,1.20082926857988
59,3.08746537187313
60,3.55366696534854
61,2.69947271719906
62,8.05788126051414
63,1.19361895732941
64,3.15894386068001
65,3.88370617023003
66,2.91139667422614
67,8.18665209123358
68,1.16110471672482
69,3.38449528437766
70,4.12709441427396
71,3.35408490426272
72,3.01734458836408
73,1.38748917087933
74,3.6396142073337
75,3.40987027826472
76,2.59300002076595
77,2.42457738467263
78,1.18809703780057
79,3.02278321215402
80,3.43841354383292
81,2.6049196945115
82,2.40118932044303
83,1.04976091939813
84,2.97091613058893
85,3.41907153000224
86,2.66449785796814
87,2.3825652959897
88,1.03848686168998
89,3.79721463292848
90,3.61481078882636
91,8.94173205199127
92,2.57389237192764
93,1.2530582887432
94,3.24656195425242
95,3.96578856836545
96,3.12419496395923
97,2.89264767574746
98,1.55074605888267
99,3.49064572342323
100,3.60969736854512
101,2.81697903389591
102,8.78550946757273
103,1.18773703005906
104,3.10492350492451
105,3.63922463936304
106,2.7634077349324
107,2.58514281153182
108,1.19972884717551
109,3.14331644991466
110,3.61617640378542
111,2.74554432307449
112,2.50822691776552
113,1.05202696269494
114,3.22091909731178
115,3.83616803114305
116,3.04951673439236
117,2.72356798237738
118,3.60775930817714
119,3.34701114410141
120,4.20338118538527
121,3.37755838107144
122,3.16488005455931
123,1.40219505510853
124,3.70663090431966
